CHARACTER DISTANCE,FOOD DISTANCE,SKILL LEVEL,STEERING ACTION
179.866,450.462,20,DANCING
179.279,450.462,20,DANCING
178.715,450.462,20,DANCING
178.173,450.462,20,DANCING
177.654,450.462,20,DANCING
177.156,450.462,20,DANCING
176.677,450.462,20,DANCING
176.218,450.462,20,DANCING
175.778,450.462,20,DANCING
175.355,450.462,20,DANCING
174.949,450.462,20,DANCING
174.559,450.462,20,DANCING
174.185,450.462,20,DANCING
172.553,450.462,20,DANCING
171.795,450.462,20,DANCING
170.552,450.462,20,DANCING
169.685,450.462,20,DANCING
168.644,450.462,20,DANCING
167.777,450.462,20,DANCING
166.86,450.462,20,DANCING
166.032,450.462,20,DANCING
165.203,450.462,22,WANDERING
164.428,450.462,22,DANCING
163.67,450.462,22,DANCING
162.951,450.462,22,DANCING
162.254,450.462,22,DANCING
161.588,450.462,22,DANCING
160.946,450.462,22,DANCING
160.331,450.462,22,DANCING
159.739,450.462,22,DANCING
159.171,450.462,22,DANCING
158.625,450.462,22,DANCING
158.101,450.462,22,DANCING
157.597,450.462,22,DANCING
157,450.462,22,DANCING
156.5,450.462,22,DANCING
155.978,450.462,22,DANCING
155.504,450.462,22,DANCING
155.036,450.462,22,DANCING
154.596,450.462,22,DANCING
154.17,450.462,22,DANCING
153.766,450.462,22,DANCING
152.102,450.462,22,DANCING
151.316,450.462,22,DANCING
150.046,450.462,22,PATHFINDING
147.559,448.615,22,PATHFINDING
145.981,448.014,22,PATHFINDING
143.961,446.691,22,PATHFINDING
142.386,446.394,22,PATHFINDING
140.607,445.488,22,PATHFINDING
139.068,445.014,22,PATHFINDING
137.495,444.307,22,PATHFINDING
136.048,443.788,22,PATHFINDING
134.627,443.188,22,PATHFINDING
133.287,442.676,22,PATHFINDING
131.991,442.144,22,PATHFINDING
130.757,441.658,22,PATHFINDING
129.571,441.176,22,PATHFINDING
128.437,440.723,22,PATHFINDING
127.35,440.281,22,PATHFINDING
126.309,439.861,22,PATHFINDING
125.312,439.454,22,PATHFINDING
124.357,439.066,22,PATHFINDING
123.441,438.692,22,PATHFINDING
122.565,438.333,22,PATHFINDING
121.725,437.988,22,PATHFINDING
120.92,437.656,22,PATHFINDING
120.148,437.338,22,PATHFINDING
118.137,435.867,22,PATHFINDING
117.016,435.195,22,PATHFINDING
114.156,434.079,22,PATHFINDING
112.545,433.307,22,PATHFINDING
110.279,432.375,22,PATHFINDING
108.562,431.6,22,PATHFINDING
106.624,430.779,22,PATHFINDING
104.949,430.04,22,PATHFINDING
103.083,429.831,22,PATHFINDING
101.594,429.313,22,PATHFINDING
99.9687,429.023,22,PATHFINDING
98.5389,428.615,22,PATHFINDING
97.0823,428.309,22,PATHFINDING
95.7407,427.963,22,PATHFINDING
94.417,427.667,22,PATHFINDING
93.1711,427.362,22,PATHFINDING
91.9602,427.085,22,PATHFINDING
90.8087,426.811,22,PATHFINDING
89.6974,426.554,22,PATHFINDING
88.6356,426.306,22,PATHFINDING
87.6142,426.07,22,PATHFINDING
86.6361,425.843,22,PATHFINDING
85.6965,425.627,22,PATHFINDING
84.7959,425.419,22,PATHFINDING
83.9313,425.221,22,PATHFINDING
83.1022,425.031,22,PATHFINDING
82.3065,424.85,22,PATHFINDING
81.5433,424.676,22,PATHFINDING
79.5609,423.37,22,PATHFINDING
78.4536,422.841,22,PATHFINDING
75.6407,421.874,22,PATHFINDING
74.0555,421.239,22,PATHFINDING
71.8301,420.444,22,PATHFINDING
70.1449,419.799,22,PATHFINDING
68.2453,419.105,22,PATHFINDING
66.6053,418.487,22,PATHFINDING
64.5947,418.456,22,PATHFINDING
63.265,418.072,22,PATHFINDING
61.6022,417.936,22,PATHFINDING
60.2648,417.661,22,PATHFINDING
58.8174,417.495,22,PATHFINDING
57.5403,417.277,22,PATHFINDING
56.2465,417.109,22,PATHFINDING
55.0543,416.926,22,PATHFINDING
53.8828,416.767,22,PATHFINDING
52.7812,416.607,22,PATHFINDING
51.7141,416.461,22,PATHFINDING
50.7014,416.319,22,PATHFINDING
49.7269,416.186,22,PATHFINDING
48.7982,416.059,22,PATHFINDING
47.9074,415.938,22,PATHFINDING
47.0568,415.824,22,PATHFINDING
46.2423,415.715,22,PATHFINDING
45.4639,415.611,22,PATHFINDING
44.7191,415.513,22,PATHFINDING
44.0072,415.419,22,PATHFINDING
43.3263,415.33,22,PATHFINDING
41.5281,414.143,22,PATHFINDING
40.5413,413.705,22,PATHFINDING
38.0264,412.841,22,PATHFINDING
36.6396,412.295,22,PATHFINDING
34.7131,411.593,22,PATHFINDING
33.2864,411.034,22,PATHFINDING
31.7081,410.425,22,PATHFINDING
30.3806,409.888,22,PATHFINDING
28.2407,410.005,22,PATHFINDING
27.5953,409.72,22,PATHFINDING
26.1131,409.707,22,PATHFINDING
25.3389,409.533,22,PATHFINDING
24.2449,409.475,22,PATHFINDING
23.5082,409.356,22,PATHFINDING
23.7845,409.356,22,PATHFINDING
24.1688,409.356,22,PATHFINDING
24.535,409.356,22,PATHFINDING
24.9546,409.356,22,PATHFINDING
25.3716,409.356,22,PATHFINDING
24.0918,409.216,22,PATHFINDING
23.9938,409.173,22,PATHFINDING
24.4653,409.173,22,PATHFINDING
24.9359,409.173,22,PATHFINDING
25.4085,409.173,22,PATHFINDING
24.3819,409.054,22,PATHFINDING
24.3839,409.017,22,PATHFINDING
24.8614,409.017,22,PATHFINDING
25.3313,409.017,22,PATHFINDING
24.5003,408.915,22,PATHFINDING
24.7017,409.953,22,PATHFINDING
25.0108,409.953,22,PATHFINDING
24.3718,410.865,22,PATHFINDING
24.4295,411.162,22,PATHFINDING
24.8676,411.162,22,PATHFINDING
25.3296,411.162,22,PATHFINDING
24.7789,411.998,22,PATHFINDING
24.9247,412.27,22,PATHFINDING
25.9265,412.87,22,PATHFINDING
26.3672,413.232,22,PATHFINDING
27.1383,413.717,22,PATHFINDING
27.6758,414.096,22,PATHFINDING
28.3343,414.516,22,PATHFINDING
28.8891,414.884,22,PATHFINDING
29.4817,415.261,22,PATHFINDING
30.0225,415.609,22,PATHFINDING
30.568,415.953,22,PATHFINDING
31.0827,416.278,22,PATHFINDING
30.368,417.302,22,PATHFINDING
30.4613,417.835,22,PATHFINDING
30.0716,418.637,22,PATHFINDING
30.0135,419.226,22,PATHFINDING
29.77,419.91,22,PATHFINDING
29.6665,420.494,22,PATHFINDING
29.4955,421.104,22,PATHFINDING
29.3866,421.661,22,PATHFINDING
29.2565,422.217,22,PATHFINDING
29.1566,422.739,22,PATHFINDING
28.5239,424.299,22,PATHFINDING
28.7845,425.126,22,PATHFINDING
28.4775,426.348,22,PATHFINDING
28.5564,427.25,22,PATHFINDING
28.3961,428.291,22,PATHFINDING
28.403,429.18,22,PATHFINDING
28.3114,430.105,22,PATHFINDING
28.2932,430.95,22,PATHFINDING
29.3498,431.79,22,PATHFINDING
29.6817,432.579,22,PATHFINDING
30.4365,433.349,22,PATHFINDING
30.8846,434.081,22,PATHFINDING
31.4919,434.79,22,PATHFINDING
31.9632,435.468,22,PATHFINDING
32.4878,436.122,22,PATHFINDING
32.9464,436.749,22,PATHFINDING
33.4163,437.352,22,PATHFINDING
33.8494,437.931,22,PATHFINDING
33.1545,439.219,22,PATHFINDING
33.1949,439.992,22,PATHFINDING
32.7903,441.033,22,PATHFINDING
32.6865,441.845,22,PATHFINDING
32.4105,442.747,22,PATHFINDING
32.2607,443.537,22,PATHFINDING
32.0473,444.347,22,PATHFINDING
31.8896,445.094,22,PATHFINDING
31.7113,445.832,22,PATHFINDING
31.5599,446.53,22,PATHFINDING
31.4046,447.209,22,PATHFINDING
30.5718,448.892,22,PATHFINDING
30.2071,449.854,22,PATHFINDING
29.5953,451.196,22,PATHFINDING
29.1788,452.22,22,PATHFINDING
28.6807,453.372,22,PATHFINDING
28.2712,454.373,22,PATHFINDING
27.8428,455.403,22,PATHFINDING
28.6051,456.349,22,PATHFINDING
28.6111,457.286,22,PATHFINDING
29.1093,458.169,22,PATHFINDING
29.2948,459.028,22,PATHFINDING
29.6814,459.847,22,PATHFINDING
29.9377,460.639,22,PATHFINDING
30.274,461.397,22,PATHFINDING
30.5543,462.127,22,PATHFINDING
30.8641,462.827,22,PATHFINDING
31.1476,463.501,22,PATHFINDING
31.4397,464.148,22,PATHFINDING
30.4844,465.516,22,PATHFINDING
30.3563,466.357,22,PATHFINDING
29.732,467.467,22,PATHFINDING
29.4535,468.343,22,PATHFINDING
28.9832,469.308,22,PATHFINDING
28.6623,470.157,22,PATHFINDING
28.2723,471.024,22,PATHFINDING
27.9512,471.825,22,PATHFINDING
27.6102,472.616,22,PATHFINDING
27.3048,473.364,22,PATHFINDING
26.9987,474.091,22,PATHFINDING
26.7141,474.785,22,PATHFINDING
26.436,475.455,22,PATHFINDING
26.173,476.098,22,PATHFINDING
25.9188,476.717,22,PATHFINDING
25.6767,477.311,22,PATHFINDING
25.4438,477.883,22,PATHFINDING
26.4812,478.432,22,PATHFINDING
26.6787,478.96,22,PATHFINDING
27.381,479.468,22,PATHFINDING
27.7326,479.956,22,PATHFINDING
28.279,480.426,22,PATHFINDING
28.6736,480.877,22,PATHFINDING
29.1378,481.311,22,PATHFINDING
29.5317,481.727,22,PATHFINDING
29.945,482.128,22,PATHFINDING
30.3214,482.513,22,PATHFINDING
30.6976,482.884,22,PATHFINDING
29.78,484.008,22,PATHFINDING
29.7122,484.602,22,PATHFINDING
29.1295,485.484,22,PATHFINDING
28.899,486.135,22,PATHFINDING
28.4681,486.888,22,PATHFINDING
28.1874,487.532,22,PATHFINDING
27.833,488.203,22,PATHFINDING
27.5464,488.816,22,PATHFINDING
27.2369,489.427,22,PATHFINDING
26.9614,490.001,22,PATHFINDING
26.6828,490.562,22,PATHFINDING
26.424,491.096,22,PATHFINDING
26.1698,491.613,22,PATHFINDING
25.9292,492.109,22,PATHFINDING
25.6957,492.586,22,PATHFINDING
25.4729,493.045,22,PATHFINDING
25.2579,493.487,22,PATHFINDING
26.326,493.911,22,PATHFINDING
26.5421,494.32,22,PATHFINDING
27.2656,494.713,22,PATHFINDING
27.6331,495.09,22,PATHFINDING
28.195,495.454,22,PATHFINDING
28.6025,495.803,22,PATHFINDING
29.0786,496.139,22,PATHFINDING
29.4826,496.462,22,PATHFINDING
29.9051,496.772,22,PATHFINDING
30.2895,497.071,22,PATHFINDING
30.6728,497.358,22,PATHFINDING
29.7572,498.432,22,PATHFINDING
29.6939,498.958,22,PATHFINDING
29.1137,499.788,22,PATHFINDING
28.8865,500.38,22,PATHFINDING
28.4581,501.082,22,PATHFINDING
28.18,501.674,22,PATHFINDING
27.8278,502.297,22,PATHFINDING
27.5434,502.863,22,PATHFINDING
27.2357,503.429,22,PATHFINDING
26.9619,503.96,22,PATHFINDING
26.6848,504.48,22,PATHFINDING
26.4275,504.974,22,PATHFINDING
26.1745,505.453,22,PATHFINDING
25.935,505.912,22,PATHFINDING
25.7026,506.355,22,PATHFINDING
25.4806,506.78,22,PATHFINDING
25.2665,507.189,22,PATHFINDING
26.3368,507.583,22,PATHFINDING
26.5538,507.962,22,PATHFINDING
27.2785,508.326,22,PATHFINDING
27.6467,508.676,22,PATHFINDING
28.2094,509.013,22,PATHFINDING
28.6174,509.337,22,PATHFINDING
29.0939,509.649,22,PATHFINDING
29.4981,509.948,22,PATHFINDING
29.9208,510.236,22,PATHFINDING
30.3053,510.513,22,PATHFINDING
30.6886,510.78,22,PATHFINDING
29.7725,511.863,22,PATHFINDING
29.709,512.379,22,PATHFINDING
29.1284,513.211,22,PATHFINDING
28.9009,513.799,22,PATHFINDING
28.4722,514.5,22,PATHFINDING
28.1938,515.089,22,PATHFINDING
27.8412,515.711,22,PATHFINDING
27.5565,516.274,22,PATHFINDING
27.2485,516.839,22,PATHFINDING
26.9744,517.367,22,PATHFINDING
26.697,517.885,22,PATHFINDING
26.4393,518.378,22,PATHFINDING
26.186,518.855,22,PATHFINDING
25.9462,519.312,22,PATHFINDING
25.7135,519.754,22,PATHFINDING
25.4913,520.177,22,PATHFINDING
25.2768,520.585,22,PATHFINDING
26.347,520.977,22,PATHFINDING
26.5637,521.355,22,PATHFINDING
27.2883,521.717,22,PATHFINDING
27.6563,522.066,22,PATHFINDING
28.2187,522.402,22,PATHFINDING
28.6264,522.725,22,PATHFINDING
29.1027,523.035,22,PATHFINDING
29.5067,523.334,22,PATHFINDING
29.9291,523.621,22,PATHFINDING
30.3133,523.897,22,PATHFINDING
30.6964,524.162,22,PATHFINDING
29.78,525.272,22,PATHFINDING
29.7163,525.796,22,PATHFINDING
29.1354,526.647,22,PATHFINDING
28.9077,527.245,22,PATHFINDING
28.4787,527.962,22,PATHFINDING
28.2,528.562,22,PATHFINDING
27.8472,529.196,22,PATHFINDING
27.5623,529.77,22,PATHFINDING
27.2541,530.346,22,PATHFINDING
26.9797,530.885,22,PATHFINDING
26.7022,531.413,22,PATHFINDING
26.4443,531.915,22,PATHFINDING
26.1909,532.402,22,PATHFINDING
25.9509,532.868,22,PATHFINDING
25.718,533.318,22,PATHFINDING
25.4956,533.749,22,PATHFINDING
25.2809,534.165,22,PATHFINDING
26.351,534.564,22,PATHFINDING
26.5676,534.949,22,PATHFINDING
27.292,535.318,22,PATHFINDING
27.6599,535.674,22,PATHFINDING
28.2222,536.016,22,PATHFINDING
28.6298,536.345,22,PATHFINDING
29.1059,536.661,22,PATHFINDING
29.5098,536.965,22,PATHFINDING
29.9321,537.257,22,PATHFINDING
30.3162,537.539,22,PATHFINDING
30.6991,537.809,22,PATHFINDING
29.7826,538.949,22,PATHFINDING
29.7188,539.485,22,PATHFINDING
29.1378,540.359,22,PATHFINDING
28.91,540.972,22,PATHFINDING
28.4809,541.707,22,PATHFINDING
28.2022,542.323,22,PATHFINDING
27.8493,542.973,22,PATHFINDING
27.5643,543.562,22,PATHFINDING
27.256,544.152,22,PATHFINDING
26.9816,544.704,22,PATHFINDING
26.704,545.245,22,PATHFINDING
26.446,545.76,22,PATHFINDING
26.1925,546.259,22,PATHFINDING
25.9525,546.736,22,PATHFINDING
25.7195,547.197,22,PATHFINDING
25.4971,547.639,22,PATHFINDING
25.2824,548.065,22,PATHFINDING
26.3524,548.474,22,PATHFINDING
26.5689,548.868,22,PATHFINDING
27.2933,549.246,22,PATHFINDING
27.6611,549.61,22,PATHFINDING
28.2234,549.96,22,PATHFINDING
28.6309,550.297,22,PATHFINDING
29.107,550.621,22,PATHFINDING
29.5109,550.932,22,PATHFINDING
29.9331,551.231,22,PATHFINDING
30.3171,551.519,22,PATHFINDING
30.7,551.796,22,PATHFINDING
29.7835,552.966,22,PATHFINDING
29.7196,553.516,22,PATHFINDING
29.1387,554.412,22,PATHFINDING
28.9108,555.041,22,PATHFINDING
28.4817,555.795,22,PATHFINDING
28.203,556.425,22,PATHFINDING
27.8501,557.092,22,PATHFINDING
27.565,557.695,22,PATHFINDING
27.2567,558.3,22,PATHFINDING
26.9823,558.866,22,PATHFINDING
26.7046,559.421,22,PATHFINDING
26.4466,559.948,22,PATHFINDING
26.1931,560.459,22,PATHFINDING
25.953,560.948,22,PATHFINDING
25.72,561.42,22,PATHFINDING
25.4976,561.873,22,PATHFINDING
25.2829,562.309,22,PATHFINDING
26.3529,562.728,22,PATHFINDING
26.5694,563.131,22,PATHFINDING
27.2937,563.519,22,PATHFINDING
27.6615,563.892,22,PATHFINDING
28.2238,564.25,22,PATHFINDING
28.6313,564.595,22,PATHFINDING
29.1074,564.926,22,PATHFINDING
29.5112,565.245,22,PATHFINDING
29.9334,565.551,22,PATHFINDING
30.3175,565.846,22,PATHFINDING
30.7004,566.129,22,PATHFINDING
29.7838,567.327,22,PATHFINDING
29.7199,567.89,22,PATHFINDING
29.139,568.808,22,PATHFINDING
28.9111,569.452,22,PATHFINDING
28.482,570.223,22,PATHFINDING
28.2032,570.869,22,PATHFINDING
27.8503,571.551,22,PATHFINDING
27.5653,572.169,22,PATHFINDING
27.2569,572.787,22,PATHFINDING
26.9825,573.367,22,PATHFINDING
26.7048,573.934,22,PATHFINDING
26.4469,574.473,22,PATHFINDING
26.1933,574.996,22,PATHFINDING
25.9532,575.496,22,PATHFINDING
25.7202,575.978,22,PATHFINDING
25.4978,576.442,22,PATHFINDING
25.2831,576.888,22,PATHFINDING
26.3531,577.316,22,PATHFINDING
26.5696,577.728,22,PATHFINDING
27.2939,578.124,22,PATHFINDING
27.6617,578.505,22,PATHFINDING
28.2239,578.872,22,PATHFINDING
28.6314,579.224,22,PATHFINDING
29.1075,579.563,22,PATHFINDING
29.5114,579.888,22,PATHFINDING
29.9336,580.202,22,PATHFINDING
30.3176,580.503,22,PATHFINDING
30.7005,580.792,22,PATHFINDING
29.784,582.017,22,PATHFINDING
29.7201,582.592,22,PATHFINDING
29.1391,583.53,22,PATHFINDING
28.9112,584.188,22,PATHFINDING
28.4821,584.976,22,PATHFINDING
28.2033,585.635,22,PATHFINDING
27.8504,586.332,22,PATHFINDING
27.5654,586.963,22,PATHFINDING
27.257,587.595,22,PATHFINDING
26.9826,588.186,22,PATHFINDING
26.7049,588.766,22,PATHFINDING
26.4469,589.316,22,PATHFINDING
26.1934,589.85,22,PATHFINDING
25.9533,590.36,22,PATHFINDING
25.7203,590.853,22,PATHFINDING
25.4978,591.325,22,PATHFINDING
25.2831,591.78,22,PATHFINDING
26.384,592.218,22,PATHFINDING
26.6234,592.638,22,PATHFINDING
27.4181,593.043,22,PATHFINDING
27.8412,593.432,22,PATHFINDING
28.4913,593.805,22,PATHFINDING
28.9784,594.165,22,PATHFINDING
29.5525,594.51,22,PATHFINDING
30.0508,594.843,22,PATHFINDING
30.5772,595.162,22,PATHFINDING
31.064,595.469,22,PATHFINDING
31.5541,595.764,22,PATHFINDING
30.7838,597.014,22,PATHFINDING
30.8467,597.601,22,PATHFINDING
30.4149,598.557,22,PATHFINDING
30.3269,599.228,22,PATHFINDING
30.05,600.031,22,PATHFINDING
29.9191,600.704,22,PATHFINDING
29.7207,601.414,22,PATHFINDING
29.1487,602.884,22,PATHFINDING
28.8395,603.796,22,PATHFINDING
28.3981,604.991,22,PATHFINDING
28.0667,605.937,22,PATHFINDING
27.6945,606.975,22,PATHFINDING
27.3732,607.89,22,PATHFINDING
27.0452,608.822,22,PATHFINDING
26.7447,609.684,22,PATHFINDING
26.4498,610.534,22,PATHFINDING
26.1729,611.337,22,PATHFINDING
27.4755,612.118,22,PATHFINDING
27.73,612.862,22,PATHFINDING
28.6187,613.581,22,PATHFINDING
29.0657,614.27,22,PATHFINDING
29.7597,614.933,22,PATHFINDING
30.2614,615.57,22,PATHFINDING
30.8522,616.182,22,PATHFINDING
31.3533,616.77,22,PATHFINDING
31.8798,617.336,22,PATHFINDING
32.3592,617.879,22,PATHFINDING
32.8388,618.401,22,PATHFINDING
32.1023,619.873,22,PATHFINDING
32.1621,620.671,22,PATHFINDING
31.7434,621.832,22,PATHFINDING
31.6512,622.697,22,PATHFINDING
31.3748,623.688,22,PATHFINDING
31.2359,624.539,22,PATHFINDING
31.0297,625.422,22,PATHFINDING
30.8844,626.229,22,PATHFINDING
30.718,627.031,22,PATHFINDING
30.5811,627.786,22,PATHFINDING
30.4408,628.522,22,PATHFINDING
30.3169,629.223,22,PATHFINDING
30.1959,629.9,22,PATHFINDING
30.0856,630.549,22,PATHFINDING
29.3451,631.994,22,PATHFINDING
29.037,632.861,22,PATHFINDING
28.4986,634.026,22,PATHFINDING
29.8603,634.934,22,PATHFINDING
29.9752,635.942,22,PATHFINDING
30.8447,636.825,22,PATHFINDING
31.1979,637.728,22,PATHFINDING
31.8441,638.561,22,PATHFINDING
32.2701,639.384,22,PATHFINDING
32.8035,640.16,22,PATHFINDING
33.2374,640.916,22,PATHFINDING
33.7044,641.636,22,PATHFINDING
34.1214,642.332,22,PATHFINDING
34.5424,642.999,22,PATHFINDING
34.9342,643.641,22,PATHFINDING
34.1893,645.231,22,PATHFINDING
34.1883,646.14,22,PATHFINDING
33.74,647.407,22,PATHFINDING
33.5968,648.374,22,PATHFINDING
33.2816,649.464,22,PATHFINDING
33.0952,650.409,22,PATHFINDING
32.8462,651.382,22,PATHFINDING
32.6547,652.277,22,PATHFINDING
32.4439,653.163,22,PATHFINDING
32.2615,653.997,22,PATHFINDING
32.0765,654.81,22,PATHFINDING
31.9077,655.584,22,PATHFINDING
31.7425,656.333,22,PATHFINDING
31.5881,657.05,22,PATHFINDING
31.4394,657.74,22,PATHFINDING
30.5881,659.223,22,PATHFINDING
30.6606,660.127,22,PATHFINDING
30.2486,661.327,22,PATHFINDING
30.2897,662.27,22,PATHFINDING
30.1431,663.311,22,PATHFINDING
30.2237,664.226,22,PATHFINDING
30.2453,665.16,22,PATHFINDING
30.3856,666.022,22,PATHFINDING
30.5179,666.874,22,PATHFINDING
30.7157,667.678,22,PATHFINDING
30.9224,668.46,22,PATHFINDING
31.1668,669.206,22,PATHFINDING
31.4231,669.926,22,PATHFINDING
30.4278,671.589,22,PATHFINDING
30.3001,672.569,22,PATHFINDING
29.6858,673.904,22,PATHFINDING
29.4431,674.938,22,PATHFINDING
29.0222,676.09,22,PATHFINDING
28.7689,677.096,22,PATHFINDING
29.8794,678.127,22,PATHFINDING
30.1579,679.078,22,PATHFINDING
31.0403,680.017,22,PATHFINDING
31.5669,680.903,22,PATHFINDING
32.3531,681.765,22,PATHFINDING
32.9874,682.587,22,PATHFINDING
33.7282,683.381,22,PATHFINDING
34.4008,684.141,22,PATHFINDING
35.112,684.874,22,PATHFINDING
35.7881,685.577,22,PATHFINDING
36.4724,686.253,22,PATHFINDING
37.1339,686.903,22,PATHFINDING
37.7898,687.527,22,PATHFINDING
38.4271,688.127,22,PATHFINDING
39.0526,688.704,22,PATHFINDING
39.6607,689.258,22,PATHFINDING
40.2541,689.791,22,PATHFINDING
40.8305,690.302,22,PATHFINDING
41.3911,690.794,22,PATHFINDING
41.9349,691.267,22,PATHFINDING
42.4625,691.721,22,PATHFINDING
42.9737,692.158,22,PATHFINDING
41.693,692.738,22,PATHFINDING
41.5919,693.195,22,PATHFINDING
41.5258,693.702,22,PATHFINDING
41.4573,694.148,22,PATHFINDING
41.426,694.605,22,PATHFINDING
41.3919,695.029,22,PATHFINDING
41.3851,695.448,22,PATHFINDING
41.3795,695.845,22,PATHFINDING
41.3922,696.232,22,PATHFINDING
41.4085,696.602,22,PATHFINDING
42.362,696.961,22,PATHFINDING
42.6835,697.305,22,PATHFINDING
43.3706,697.637,22,PATHFINDING
43.791,697.956,22,PATHFINDING
44.3475,698.264,22,PATHFINDING
44.7857,698.561,22,PATHFINDING
45.2683,698.846,22,PATHFINDING
45.6931,699.121,22,PATHFINDING
46.1262,699.385,22,PATHFINDING
46.5267,699.64,22,PATHFINDING
46.9216,699.885,22,PATHFINDING
45.491,700.327,22,PATHFINDING
45.2675,700.623,22,PATHFINDING
44.3205,700.996,22,PATHFINDING
43.8761,701.303,22,PATHFINDING
43.1528,701.636,22,PATHFINDING
42.6462,701.935,22,PATHFINDING
42.0395,702.24,22,PATHFINDING
40.8507,702.525,22,PATHFINDING
37.1676,702.807,22,PATHFINDING
35.2439,703.076,22,PATHFINDING
32.3676,703.339,22,PATHFINDING
30.2571,703.591,22,PATHFINDING
27.8131,703.836,22,PATHFINDING
25.7289,704.071,22,PATHFINDING
23.5578,704.3,22,PATHFINDING
22.4648,704.3,22,PATHFINDING
21.3483,704.3,22,PATHFINDING
20.3182,704.3,22,PATHFINDING
19.3019,704.3,22,PATHFINDING
299.272,360.694,22,DANCING
298.491,360.694,22,DANCING
297.795,360.694,22,DANCING
297.095,360.694,22,DANCING
296.444,360.694,22,DANCING
295.807,360.694,22,DANCING
295.204,360.694,22,DANCING
294.621,360.694,24,WANDERING
294.066,360.694,24,DANCING
293.53,360.694,24,DANCING
293.019,360.694,24,DANCING
292.527,360.694,24,DANCING
292.055,360.694,24,DANCING
291.603,360.694,24,DANCING
291.169,360.694,24,DANCING
290.753,360.694,24,DANCING
290.353,360.694,24,DANCING
289.97,360.694,24,DANCING
289.602,360.694,24,DANCING
288.025,360.694,24,DANCING
287.293,360.694,24,DANCING
286.1,360.694,24,DANCING
285.27,360.694,24,DANCING
284.279,360.694,24,DANCING
283.454,360.694,24,DANCING
282.586,360.694,24,DANCING
281.805,360.694,24,DANCING
281.026,360.694,24,DANCING
280.299,360.694,24,DANCING
279.591,360.694,24,DANCING
278.92,360.694,24,DANCING
278.273,360.694,24,DANCING
277.656,360.694,24,DANCING
277.063,360.694,24,DANCING
276.495,360.694,24,DANCING
275.951,360.694,24,DANCING
275.43,360.694,24,DANCING
274.931,360.694,26,WANDERING
274.452,360.694,26,DANCING
273.993,360.694,26,DANCING
273.553,360.694,26,DANCING
273.131,360.694,26,DANCING
272.727,360.694,26,DANCING
272.339,360.694,26,DANCING
271.967,360.694,26,DANCING
271.61,360.694,26,DANCING
271.268,360.694,26,DANCING
269.822,360.694,26,DANCING
269.148,360.694,26,DANCING
268.056,360.694,26,DANCING
267.296,360.694,26,DANCING
266.39,360.694,26,DANCING
265.638,360.694,26,DANCING
264.847,360.694,26,DANCING
264.136,360.694,26,DANCING
263.427,360.694,26,DANCING
262.767,360.694,26,DANCING
262.125,360.694,26,DANCING
261.517,360.694,26,DANCING
260.932,360.694,26,DANCING
260.374,360.694,26,DANCING
259.839,360.694,26,DANCING
259.327,360.694,26,DANCING
258.837,360.694,26,DANCING
258.368,360.694,26,DANCING
257.919,360.694,26,DANCING
257.489,360.694,26,DANCING
257.077,360.694,28,WANDERING
256.683,360.694,28,DANCING
256.305,360.694,28,DANCING
255.943,360.694,28,DANCING
255.596,360.694,28,DANCING
255.264,360.694,28,DANCING
254.945,360.694,28,DANCING
254.64,360.694,28,DANCING
253.356,360.694,28,DANCING
252.759,360.694,28,DANCING
251.795,360.694,28,DANCING
251.124,360.694,28,DANCING
250.327,360.694,28,DANCING
249.666,360.694,28,DANCING
248.973,360.694,28,DANCING
248.35,360.694,28,DANCING
247.732,360.694,28,DANCING
247.156,360.694,28,DANCING
246.597,360.694,28,DANCING
246.07,360.694,28,DANCING
245.562,360.694,28,DANCING
245.079,360.694,28,DANCING
244.616,360.694,28,DANCING
244.175,360.694,28,DANCING
243.752,360.694,28,DANCING
243.349,360.694,28,DANCING
242.963,360.694,28,DANCING
242.594,360.694,28,DANCING
242.241,360.694,28,DANCING
241.904,360.694,28,DANCING
241.581,360.694,30,WANDERING
241.272,360.694,30,WANDERING
241.837,360.663,30,WANDERING
241.832,360.655,30,WANDERING
242.178,360.64,30,WANDERING
242.288,360.634,30,WANDERING
241.666,360.628,30,WANDERING
241.532,360.625,30,WANDERING
241.112,360.624,30,WANDERING
240.895,360.626,30,WANDERING
240.57,360.629,30,WANDERING
240.333,360.633,30,WANDERING
240.06,360.639,30,WANDERING
239.827,360.646,30,WANDERING
239.586,360.654,30,WANDERING
239.367,360.663,30,WANDERING
239.15,360.672,30,WANDERING
238.946,360.683,30,WANDERING
238.748,360.693,30,WANDERING
238.56,360.705,30,WANDERING
239.208,360.761,30,WANDERING
239.303,360.793,30,WANDERING
239.734,360.852,30,WANDERING
239.934,360.899,30,WANDERING
240.265,360.96,30,WANDERING
240.496,361.016,30,WANDERING
240.775,361.08,30,WANDERING
241.008,361.142,30,WANDERING
241.256,361.208,30,WANDERING
241.48,361.273,30,WANDERING
241.706,361.34,30,WANDERING
241.917,361.407,30,WANDERING
242.125,361.475,30,WANDERING
242.323,361.542,30,WANDERING
241.289,361.609,30,WANDERING
241.074,361.676,30,WANDERING
240.372,361.742,30,WANDERING
240.013,361.808,30,WANDERING
239.467,361.872,30,WANDERING
239.07,361.936,30,WANDERING
238.608,361.999,30,WANDERING
238.215,362.061,30,WANDERING
237.805,362.121,30,WANDERING
237.432,362.181,30,WANDERING
237.06,362.239,30,WANDERING
